T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
23.0,26.6,21.0,-,80,5.8,9.6,14.8,81.125
23.0,26.6,21.0,-,80,5.8,9.6,14.8,81.125
23.0,26.6,21.0,-,80,5.8,9.6,14.8,81.125
24.0,28.5,20.6,-,74,9.2,7.6,16.5,197.667
24.0,28.5,20.6,-,74,9.2,7.6,16.5,197.667
24.0,28.5,20.6,-,74,9.2,7.6,16.5,197.667
23.3,28.4,20.0,-,77,6.3,6.7,11.1,160.375
23.3,28.4,20.0,-,77,6.3,6.7,11.1,160.375
23.3,28.4,20.0,-,77,6.3,6.7,11.1,160.375
23.9,28.9,21.0,-,74,6.3,11.1,14.8,99.375
23.9,28.9,21.0,-,74,6.3,11.1,14.8,99.375
23.9,28.9,21.0,-,74,6.3,11.1,14.8,99.375
23.2,28.0,21.4,-,81,6.6,7.4,14.8,123.875
23.2,28.0,21.4,-,81,6.6,7.4,14.8,123.875
23.2,28.0,21.4,-,81,6.6,7.4,14.8,123.875
24.1,29.4,20.4,-,78,6.9,6.3,7.6,47.375
24.1,29.4,20.4,-,78,6.9,6.3,7.6,47.375
24.1,29.4,20.4,-,78,6.9,6.3,7.6,47.375
23.4,28.4,21.0,-,79,6.6,5.7,9.4,38.167
23.4,28.4,21.0,-,79,6.6,5.7,9.4,38.167
23.4,28.4,21.0,-,79,6.6,5.7,9.4,38.167
23.7,27.7,21.0,-,75,6.9,9.4,13,42.542
23.7,27.7,21.0,-,75,6.9,9.4,13,42.542
23.7,27.7,21.0,-,75,6.9,9.4,13,42.542
22.9,28.4,20.5,-,85,5.5,7.6,11.1,25.083000000000002
22.9,28.4,20.5,-,85,5.5,7.6,11.1,25.083000000000002
22.9,28.4,20.5,-,85,5.5,7.6,11.1,25.083000000000002
23.1,27.4,20.4,-,81,5.5,7.8,11.1,45.833
23.1,27.4,20.4,-,81,5.5,7.8,11.1,45.833
23.1,27.4,20.4,-,81,5.5,7.8,11.1,45.833
23.2,28.2,21.0,-,81,5.5,7.4,14.8,33.708
23.2,28.2,21.0,-,81,5.5,7.4,14.8,33.708
23.2,28.2,21.0,-,81,5.5,7.4,14.8,33.708
23.6,27.8,20.8,-,73,8.2,7.2,11.1,26.416999999999998
23.6,27.8,20.8,-,73,8.2,7.2,11.1,26.416999999999998
23.6,27.8,20.8,-,73,8.2,7.2,11.1,26.416999999999998
22.8,28.4,20.7,-,83,6.3,6.9,11.1,30.666999999999998
22.8,28.4,20.7,-,83,6.3,6.9,11.1,30.666999999999998
22.8,28.4,20.7,-,83,6.3,6.9,11.1,30.666999999999998
23.6,29.2,20.2,-,79,6.9,6.9,9.4,29.958000000000002
23.6,29.2,20.2,-,79,6.9,6.9,9.4,29.958000000000002
23.6,29.2,20.2,-,79,6.9,6.9,9.4,29.958000000000002
22.8,28.0,20.4,-,84,6.9,5.2,9.4,23.875
22.8,28.0,20.4,-,84,6.9,5.2,9.4,23.875
22.8,28.0,20.4,-,84,6.9,5.2,9.4,23.875
23.1,29.3,20.0,-,81,5.8,5.0,7.6,22.333000000000002
23.1,29.3,20.0,-,81,5.8,5.0,7.6,22.333000000000002
23.1,29.3,20.0,-,81,5.8,5.0,7.6,22.333000000000002
24.1,29.5,20.0,-,74,9.2,4.4,5.4,25.083000000000002
24.1,29.5,20.0,-,74,9.2,4.4,5.4,25.083000000000002
24.1,29.5,20.0,-,74,9.2,4.4,5.4,25.083000000000002
24.1,28.8,20.2,-,83,6.9,2.2,7.6,66.792
24.1,28.8,20.2,-,83,6.9,2.2,7.6,66.792
24.1,28.8,20.2,-,83,6.9,2.2,7.6,66.792
24.7,30.8,20.7,-,80,6.9,0.9,3.5,64.875
24.7,30.8,20.7,-,80,6.9,0.9,3.5,64.875
24.7,30.8,20.7,-,80,6.9,0.9,3.5,64.875
25.4,30.8,20.4,-,78,6.9,0.9,3.5,47.583
25.4,30.8,20.4,-,78,6.9,0.9,3.5,47.583
25.4,30.8,20.4,-,78,6.9,0.9,3.5,47.583
23.7,29.6,20.5,-,79,6.9,6.7,9.4,33.5
23.7,29.6,20.5,-,79,6.9,6.7,9.4,33.5
23.7,29.6,20.5,-,79,6.9,6.7,9.4,33.5
23.2,28.0,20.2,-,75,6.9,8.0,9.4,43.042
23.2,28.0,20.2,-,75,6.9,8.0,9.4,43.042
23.2,28.0,20.2,-,75,6.9,8.0,9.4,43.042
21.8,28.0,20.1,-,85,5.5,7.2,9.4,38.417
21.8,28.0,20.1,-,85,5.5,7.2,9.4,38.417
21.8,28.0,20.1,-,85,5.5,7.2,9.4,38.417
22.6,27.4,19.8,-,79,6.9,7.8,9.4,49.292
22.6,27.4,19.8,-,79,6.9,7.8,9.4,49.292
22.6,27.4,19.8,-,79,6.9,7.8,9.4,49.292
22.7,27.4,20.4,-,80,6.9,7.2,9.4,19.542
22.7,27.4,20.4,-,80,6.9,7.2,9.4,19.542
22.7,27.4,20.4,-,80,6.9,7.2,9.4,19.542
22.5,27.2,20.0,-,84,6.9,5.6,9.4,22.833000000000002
22.5,27.2,20.0,-,84,6.9,5.6,9.4,22.833000000000002
22.5,27.2,20.0,-,84,6.9,5.6,9.4,22.833000000000002
23.1,26.8,19.7,-,79,7.7,6.7,9.4,24.291999999999998
23.1,26.8,19.7,-,79,7.7,6.7,9.4,24.291999999999998
23.1,26.8,19.7,-,79,7.7,6.7,9.4,24.291999999999998
23.3,28.7,20.3,-,77,6.9,6.3,9.4,74.667
23.3,28.7,20.3,-,77,6.9,6.3,9.4,74.667
23.3,28.7,20.3,-,77,6.9,6.3,9.4,74.667
23.2,28.9,19.8,-,71,6.3,9.1,11.1,41.875
23.2,28.9,19.8,-,71,6.3,9.1,11.1,41.875
23.2,28.9,19.8,-,71,6.3,9.1,11.1,41.875
24.0,29.9,19.1,-,69,6.9,7.8,11.1,50.583
24.0,29.9,19.1,-,69,6.9,7.8,11.1,50.583
24.0,29.9,19.1,-,69,6.9,7.8,11.1,50.583
24.3,30.3,20.5,-,67,8.5,5.2,7.6,58.125
24.3,30.3,20.5,-,67,8.5,5.2,7.6,58.125
24.3,30.3,20.5,-,67,8.5,5.2,7.6,58.125
23.4,29.9,20.6,-,74,6.9,5.0,9.4,57.292
23.4,29.9,20.6,-,74,6.9,5.0,9.4,57.292
23.4,29.9,20.6,-,74,6.9,5.0,9.4,57.292
23.9,29.4,21.0,-,73,6.3,7.0,14.8,38.25
23.9,29.4,21.0,-,73,6.3,7.0,14.8,38.25
23.9,29.4,21.0,-,73,6.3,7.0,14.8,38.25
23.4,27.8,20.6,-,79,6.9,5.9,9.4,47.417
23.4,27.8,20.6,-,79,6.9,5.9,9.4,47.417
23.4,27.8,20.6,-,79,6.9,5.9,9.4,47.417
23.7,27.8,20.1,-,74,7.4,5.9,7.6,56.917
23.7,27.8,20.1,-,74,7.4,5.9,7.6,56.917
23.7,27.8,20.1,-,74,7.4,5.9,7.6,56.917
24.2,28.3,20.0,-,72,6.6,2.8,5.4,54.625
24.2,28.3,20.0,-,72,6.6,2.8,5.4,54.625
24.2,28.3,20.0,-,72,6.6,2.8,5.4,54.625
23.9,31.1,20.1,-,78,6.9,1.3,3.5,45.958
23.9,31.1,20.1,-,78,6.9,1.3,3.5,45.958
23.9,31.1,20.1,-,78,6.9,1.3,3.5,45.958
24.2,31.1,19.9,-,81,6.9,1.9,5.4,52.25
24.2,31.1,19.9,-,81,6.9,1.9,5.4,52.25
24.2,31.1,19.9,-,81,6.9,1.9,5.4,52.25
24.8,30.0,20.0,-,72,9.2,3.5,5.4,43.333
24.8,30.0,20.0,-,72,9.2,3.5,5.4,43.333
24.8,30.0,20.0,-,72,9.2,3.5,5.4,43.333
24.7,29.9,20.7,-,69,7.7,2.2,3.5,41.958
24.7,29.9,20.7,-,69,7.7,2.2,3.5,41.958
24.7,29.9,20.7,-,69,7.7,2.2,3.5,41.958
25.4,30.7,19.8,-,64,6.9,2.2,3.5,0.0
25.4,30.7,19.8,-,64,6.9,2.2,3.5,0.0
25.4,30.7,19.8,-,64,6.9,2.2,3.5,0.0
25.3,30.7,20.8,-,76,7.4,0.6,3.5,0.0
25.3,30.7,20.8,-,76,7.4,0.6,3.5,0.0
25.3,30.7,20.8,-,76,7.4,0.6,3.5,0.0
23.6,30.4,19.6,-,79,6.9,2.8,5.4,45.75
23.6,30.4,19.6,-,79,6.9,2.8,5.4,45.75
23.6,30.4,19.6,-,79,6.9,2.8,5.4,45.75
22.6,30.4,19.1,-,84,6.9,1.9,3.5,70.708
22.6,30.4,19.1,-,84,6.9,1.9,3.5,70.708
22.6,30.4,19.1,-,84,6.9,1.9,3.5,70.708
23.6,29.9,19.3,-,83,6.8,1.9,3.5,51.792
23.6,29.9,19.3,-,83,6.8,1.9,3.5,51.792
23.6,29.9,19.3,-,83,6.8,1.9,3.5,51.792
24.4,30.0,20.8,-,67,9.2,5.0,9.4,0.0
24.4,30.0,20.8,-,67,9.2,5.0,9.4,0.0
24.4,30.0,20.8,-,67,9.2,5.0,9.4,0.0
25.4,30.3,21.2,-,66,8.2,2.6,5.4,11.583
25.4,30.3,21.2,-,66,8.2,2.6,5.4,11.583
25.4,30.3,21.2,-,66,8.2,2.6,5.4,11.583
24.0,30.3,21.1,-,75,9.2,3.9,7.6,13.0
24.0,30.3,21.1,-,75,9.2,3.9,7.6,13.0
24.0,30.3,21.1,-,75,9.2,3.9,7.6,13.0
21.6,24.3,19.8,-,86,5.5,3.1,3.5,156.25
21.6,24.3,19.8,-,86,5.5,3.1,3.5,156.25
21.6,24.3,19.8,-,86,5.5,3.1,3.5,156.25
22.0,25.4,20.2,-,82,6.3,3.1,5.4,156.0
22.0,25.4,20.2,-,82,6.3,3.1,5.4,156.0
22.0,25.4,20.2,-,82,6.3,3.1,5.4,156.0
22.7,26.8,20.4,-,76,9.2,3.3,5.4,151.792
22.7,26.8,20.4,-,76,9.2,3.3,5.4,151.792
22.7,26.8,20.4,-,76,9.2,3.3,5.4,151.792
22.0,27.5,20.4,-,89,5.5,3.1,3.5,252.625
22.0,27.5,20.4,-,89,5.5,3.1,3.5,252.625
22.0,27.5,20.4,-,89,5.5,3.1,3.5,252.625
22.4,27.5,19.8,-,87,6.3,3.1,3.5,119.417
22.4,27.5,19.8,-,87,6.3,3.1,3.5,119.417
22.4,27.5,19.8,-,87,6.3,3.1,3.5,119.417
21.9,27.3,19.8,-,90,6.3,3.0,5.4,126.0
21.9,27.3,19.8,-,90,6.3,3.0,5.4,126.0
21.9,27.3,19.8,-,90,6.3,3.0,5.4,126.0
22.0,28.4,17.5,-,70,6.3,1.3,3.5,232.333
22.0,28.4,17.5,-,70,6.3,1.3,3.5,232.333
22.0,28.4,17.5,-,70,6.3,1.3,3.5,232.333
23.2,28.2,20.0,-,72,6.9,2.2,3.5,215.542
23.2,28.2,20.0,-,72,6.9,2.2,3.5,215.542
23.2,28.2,20.0,-,72,6.9,2.2,3.5,215.542
22.8,27.6,19.8,-,74,6.9,2.0,5.4,239.417
22.8,27.6,19.8,-,74,6.9,2.0,5.4,239.417
22.8,27.6,19.8,-,74,6.9,2.0,5.4,239.417
21.4,27.6,18.4,-,71,6.3,0.9,3.5,196.542
21.4,27.6,18.4,-,71,6.3,0.9,3.5,196.542
21.4,27.6,18.4,-,71,6.3,0.9,3.5,196.542
23.2,29.4,17.9,-,58,6.3,2.0,5.4,232.542
23.2,29.4,17.9,-,58,6.3,2.0,5.4,232.542
23.2,29.4,17.9,-,58,6.3,2.0,5.4,232.542
23.0,29.5,18.8,-,59,6.3,0.4,3.5,185.5
23.0,29.5,18.8,-,59,6.3,0.4,3.5,185.5
23.0,29.5,18.8,-,59,6.3,0.4,3.5,185.5
23.2,29.5,18.8,-,63,6.3,0.9,3.5,282.16700000000003
23.2,29.5,18.8,-,63,6.3,0.9,3.5,282.16700000000003
23.2,29.5,18.8,-,63,6.3,0.9,3.5,282.16700000000003
20.2,27.4,19.6,-,94,4.0,3.5,3.5,257.66700000000003
20.2,27.4,19.6,-,94,4.0,3.5,3.5,257.66700000000003
20.2,27.4,19.6,-,94,4.0,3.5,3.5,257.66700000000003
21.4,24.6,20.2,-,91,5.5,3.7,7.6,166.875
21.4,24.6,20.2,-,91,5.5,3.7,7.6,166.875
21.4,24.6,20.2,-,91,5.5,3.7,7.6,166.875
21.9,27.4,18.0,-,80,6.3,2.8,5.4,135.167
21.9,27.4,18.0,-,80,6.3,2.8,5.4,135.167
21.9,27.4,18.0,-,80,6.3,2.8,5.4,135.167
22.1,28.1,17.4,-,71,6.6,2.8,3.5,211.458
22.1,28.1,17.4,-,71,6.6,2.8,3.5,211.458
22.1,28.1,17.4,-,71,6.6,2.8,3.5,211.458
21.8,28.0,18.3,-,70,9.2,2.8,3.5,215.5
21.8,28.0,18.3,-,70,9.2,2.8,3.5,215.5
21.8,28.0,18.3,-,70,9.2,2.8,3.5,215.5
22.2,28.8,17.1,-,68,6.3,0.4,3.5,223.375
22.2,28.8,17.1,-,68,6.3,0.4,3.5,223.375
22.2,28.8,17.1,-,68,6.3,0.4,3.5,223.375
21.2,26.7,18.0,-,68,6.9,2.4,5.4,135.583
21.2,26.7,18.0,-,68,6.9,2.4,5.4,135.583
21.2,26.7,18.0,-,68,6.9,2.4,5.4,135.583
21.4,27.4,15.8,-,64,6.3,1.1,5.4,152.042
21.4,27.4,15.8,-,64,6.3,1.1,5.4,152.042
21.4,27.4,15.8,-,64,6.3,1.1,5.4,152.042
21.7,29.2,16.5,-,60,8.2,1.9,3.5,141.417
21.7,29.2,16.5,-,60,8.2,1.9,3.5,141.417
21.7,29.2,16.5,-,60,8.2,1.9,3.5,141.417
22.3,28.2,16.6,-,50,6.6,1.9,5.4,46.708
22.3,28.2,16.6,-,50,6.6,1.9,5.4,46.708
22.3,28.2,16.6,-,50,6.6,1.9,5.4,46.708
21.3,28.2,17.0,-,60,6.9,0.9,3.5,91.75
21.3,28.2,17.0,-,60,6.9,0.9,3.5,91.75
21.3,28.2,17.0,-,60,6.9,0.9,3.5,91.75
21.1,29.0,15.3,-,55,8.0,0.4,3.5,99.917
21.1,29.0,15.3,-,55,8.0,0.4,3.5,99.917
21.1,29.0,15.3,-,55,8.0,0.4,3.5,99.917
21.9,28.6,17.6,-,72,6.3,3.0,9.4,119.708
21.9,28.6,17.6,-,72,6.3,3.0,9.4,119.708
21.9,28.6,17.6,-,72,6.3,3.0,9.4,119.708
22.8,29.2,18.4,-,77,6.3,1.9,3.5,110.875
22.8,29.2,18.4,-,77,6.3,1.9,3.5,110.875
22.8,29.2,18.4,-,77,6.3,1.9,3.5,110.875
23.3,29.3,19.8,-,74,5.6,2.8,3.5,200.333
23.3,29.3,19.8,-,74,5.6,2.8,3.5,200.333
23.3,29.3,19.8,-,74,5.6,2.8,3.5,200.333
21.6,26.6,18.2,-,76,6.3,2.4,5.4,203.583
21.6,26.6,18.2,-,76,6.3,2.4,5.4,203.583
21.6,26.6,18.2,-,76,6.3,2.4,5.4,203.583
21.6,26.4,19.6,-,83,6.9,1.3,3.5,25.083000000000002
21.6,26.4,19.6,-,83,6.9,1.3,3.5,25.083000000000002
21.6,26.4,19.6,-,83,6.9,1.3,3.5,25.083000000000002
23.1,28.8,19.1,-,74,6.9,2.8,3.5,57.083
23.1,28.8,19.1,-,74,6.9,2.8,3.5,57.083
23.1,28.8,19.1,-,74,6.9,2.8,3.5,57.083
21.1,25.2,18.8,-,78,5.5,3.1,3.5,349.292
21.1,25.2,18.8,-,78,5.5,3.1,3.5,349.292
21.1,25.2,18.8,-,78,5.5,3.1,3.5,349.292
21.4,28.0,17.6,-,71,6.3,1.9,5.4,188.042
21.4,28.0,17.6,-,71,6.3,1.9,5.4,188.042
21.4,28.0,17.6,-,71,6.3,1.9,5.4,188.042
21.1,28.3,17.1,-,74,7.7,0.9,3.5,310.25
21.1,28.3,17.1,-,74,7.7,0.9,3.5,310.25
21.1,28.3,17.1,-,74,7.7,0.9,3.5,310.25
20.0,28.4,15.8,-,65,6.3,1.9,3.5,204.375
20.0,28.4,15.8,-,65,6.3,1.9,3.5,204.375
20.0,28.4,15.8,-,65,6.3,1.9,3.5,204.375
20.1,27.3,14.2,-,56,9.2,1.3,3.5,223.25
20.1,27.3,14.2,-,56,9.2,1.3,3.5,223.25
20.1,27.3,14.2,-,56,9.2,1.3,3.5,223.25
20.8,27.4,13.9,-,58,7.7,2.0,5.4,248.958
20.8,27.4,13.9,-,58,7.7,2.0,5.4,248.958
20.8,27.4,13.9,-,58,7.7,2.0,5.4,248.958
22.3,29.5,19.2,-,77,6.3,0.9,3.5,172.75
22.3,29.5,19.2,-,77,6.3,0.9,3.5,172.75
22.3,29.5,19.2,-,77,6.3,0.9,3.5,172.75
22.2,29.2,17.6,-,71,5.5,1.9,7.6,146.792
22.2,29.2,17.6,-,71,5.5,1.9,7.6,146.792
22.2,29.2,17.6,-,71,5.5,1.9,7.6,146.792
22.1,29.2,18.7,-,76,6.0,1.3,3.5,113.875
22.1,29.2,18.7,-,76,6.0,1.3,3.5,113.875
22.1,29.2,18.7,-,76,6.0,1.3,3.5,113.875
21.9,28.6,17.4,-,60,6.9,0.4,3.5,227.0
21.9,28.6,17.4,-,60,6.9,0.4,3.5,227.0
21.9,28.6,17.4,-,60,6.9,0.4,3.5,227.0
22.1,28.6,17.6,-,71,6.3,0.6,3.5,231.25
22.1,28.6,17.6,-,71,6.3,0.6,3.5,231.25
22.1,28.6,17.6,-,71,6.3,0.6,3.5,231.25
21.6,27.6,18.5,-,72,6.3,1.9,3.5,272.125
21.6,27.6,18.5,-,72,6.3,1.9,3.5,272.125
21.6,27.6,18.5,-,72,6.3,1.9,3.5,272.125
19.4,27.1,13.7,-,60,8.5,0.9,3.5,228.792
19.4,27.1,13.7,-,60,8.5,0.9,3.5,228.792
19.4,27.1,13.7,-,60,8.5,0.9,3.5,228.792
19.4,27.1,13.7,-,67,6.0,0.2,1.9,200.875
19.4,27.1,13.7,-,67,6.0,0.2,1.9,200.875
19.4,27.1,13.7,-,67,6.0,0.2,1.9,200.875
20.1,27.1,14.7,-,63,6.3,2.8,7.6,214.042
20.1,27.1,14.7,-,63,6.3,2.8,7.6,214.042
20.1,27.1,14.7,-,63,6.3,2.8,7.6,214.042
21.3,28.2,15.4,-,61,8.5,3.3,5.4,217.25
21.3,28.2,15.4,-,61,8.5,3.3,5.4,217.25
21.3,28.2,15.4,-,61,8.5,3.3,5.4,217.25
20.9,28.2,15.6,-,63,6.3,3.0,5.4,212.458
20.9,28.2,15.6,-,63,6.3,3.0,5.4,212.458
20.9,28.2,15.6,-,63,6.3,3.0,5.4,212.458
21.0,27.4,15.5,-,61,6.3,4.8,7.6,202.667
21.0,27.4,15.5,-,61,6.3,4.8,7.6,202.667
21.0,27.4,15.5,-,61,6.3,4.8,7.6,202.667
22.1,29.4,17.0,-,59,7.7,3.3,5.4,138.792
22.1,29.4,17.0,-,59,7.7,3.3,5.4,138.792
22.1,29.4,17.0,-,59,7.7,3.3,5.4,138.792
21.3,28.4,15.6,-,57,7.7,4.6,7.6,153.083
21.3,28.4,15.6,-,57,7.7,4.6,7.6,153.083
21.3,28.4,15.6,-,57,7.7,4.6,7.6,153.083
21.4,27.9,16.0,-,60,6.3,4.1,9.4,159.708
21.4,27.9,16.0,-,60,6.3,4.1,9.4,159.708
21.4,27.9,16.0,-,60,6.3,4.1,9.4,159.708
22.8,30.2,16.6,-,51,6.3,3.9,9.4,151.875
22.8,30.2,16.6,-,51,6.3,3.9,9.4,151.875
22.8,30.2,16.6,-,51,6.3,3.9,9.4,151.875
21.9,30.2,16.2,-,53,6.3,3.7,7.6,224.792
21.9,30.2,16.2,-,53,6.3,3.7,7.6,224.792
21.9,30.2,16.2,-,53,6.3,3.7,7.6,224.792
21.2,29.3,16.4,-,63,6.3,5.2,9.4,177.625
21.2,29.3,16.4,-,63,6.3,5.2,9.4,177.625
21.2,29.3,16.4,-,63,6.3,5.2,9.4,177.625
21.4,28.6,15.0,-,58,6.3,3.9,9.4,149.625
21.4,28.6,15.0,-,58,6.3,3.9,9.4,149.625
21.4,28.6,15.0,-,58,6.3,3.9,9.4,149.625
22.3,30.2,16.3,-,48,6.3,4.1,5.4,161.167
22.3,30.2,16.3,-,48,6.3,4.1,5.4,161.167
22.3,30.2,16.3,-,48,6.3,4.1,5.4,161.167
22.7,30.6,15.7,-,50,6.3,3.7,9.4,136.75
22.7,30.6,15.7,-,50,6.3,3.7,9.4,136.75
22.7,30.6,15.7,-,50,6.3,3.7,9.4,136.75
22.2,30.6,15.5,-,54,6.3,3.3,5.4,50.917
22.2,30.6,15.5,-,54,6.3,3.3,5.4,50.917
22.2,30.6,15.5,-,54,6.3,3.3,5.4,50.917
24.0,32.0,17.7,-,50,6.9,1.3,3.5,120.208
24.0,32.0,17.7,-,50,6.9,1.3,3.5,120.208
24.0,32.0,17.7,-,50,6.9,1.3,3.5,120.208
24.7,32.7,17.9,-,43,6.3,0.9,3.5,137.125
24.7,32.7,17.9,-,43,6.3,0.9,3.5,137.125
24.7,32.7,17.9,-,43,6.3,0.9,3.5,137.125
24.9,33.0,16.5,-,32,6.3,0.9,3.5,197.083
24.9,33.0,16.5,-,32,6.3,0.9,3.5,197.083
24.9,33.0,16.5,-,32,6.3,0.9,3.5,197.083
24.5,33.1,18.6,-,39,6.3,1.9,3.5,166.375
24.5,33.1,18.6,-,39,6.3,1.9,3.5,166.375
24.5,33.1,18.6,-,39,6.3,1.9,3.5,166.375
24.2,32.1,16.9,-,37,6.9,3.3,11.1,126.583
24.2,32.1,16.9,-,37,6.9,3.3,11.1,126.583
24.2,32.1,16.9,-,37,6.9,3.3,11.1,126.583
23.7,31.7,17.3,-,41,6.9,3.1,5.4,94.917
23.7,31.7,17.3,-,41,6.9,3.1,5.4,94.917
23.7,31.7,17.3,-,41,6.9,3.1,5.4,94.917
24.6,32.4,17.0,-,27,6.9,0.9,3.5,133.958
24.6,32.4,17.0,-,27,6.9,0.9,3.5,133.958
24.6,32.4,17.0,-,27,6.9,0.9,3.5,133.958
25.6,33.5,17.2,-,42,6.9,2.2,5.4,69.25
25.6,33.5,17.2,-,42,6.9,2.2,5.4,69.25
25.6,33.5,17.2,-,42,6.9,2.2,5.4,69.25
26.1,33.6,20.1,-,46,6.9,3.5,5.4,79.292
26.1,33.6,20.1,-,46,6.9,3.5,5.4,79.292
26.1,33.6,20.1,-,46,6.9,3.5,5.4,79.292
25.2,32.6,20.8,-,62,6.9,3.7,7.6,31.625
25.2,32.6,20.8,-,62,6.9,3.7,7.6,31.625
25.2,32.6,20.8,-,62,6.9,3.7,7.6,31.625
25.8,32.6,21.4,-,62,6.9,2.2,3.5,20.417
25.8,32.6,21.4,-,62,6.9,2.2,3.5,20.417
25.8,32.6,21.4,-,62,6.9,2.2,3.5,20.417
23.4,32.4,19.9,-,77,6.3,1.9,3.5,61.125
23.4,32.4,19.9,-,77,6.3,1.9,3.5,61.125
23.4,32.4,19.9,-,77,6.3,1.9,3.5,61.125
25.8,31.4,21.3,-,63,6.6,2.6,5.4,49.583
25.8,31.4,21.3,-,63,6.6,2.6,5.4,49.583
25.8,31.4,21.3,-,63,6.6,2.6,5.4,49.583
25.3,31.5,20.1,-,59,6.9,3.3,5.4,34.917
25.3,31.5,20.1,-,59,6.9,3.3,5.4,34.917
25.3,31.5,20.1,-,59,6.9,3.3,5.4,34.917
24.5,31.5,19.6,-,65,6.9,2.2,3.5,47.5
24.5,31.5,19.6,-,65,6.9,2.2,3.5,47.5
24.5,31.5,19.6,-,65,6.9,2.2,3.5,47.5
24.5,31.2,18.6,-,54,6.9,3.9,5.4,128.833
24.5,31.2,18.6,-,54,6.9,3.9,5.4,128.833
24.5,31.2,18.6,-,54,6.9,3.9,5.4,128.833
25.1,32.7,18.4,-,48,6.9,1.9,3.5,56.333
25.1,32.7,18.4,-,48,6.9,1.9,3.5,56.333
25.1,32.7,18.4,-,48,6.9,1.9,3.5,56.333
25.8,32.7,20.4,-,55,6.9,3.0,5.4,20.292
25.8,32.7,20.4,-,55,6.9,3.0,5.4,20.292
25.8,32.7,20.4,-,55,6.9,3.0,5.4,20.292
26.5,35.1,19.6,-,44,6.9,2.2,5.4,59.167
26.5,35.1,19.6,-,44,6.9,2.2,5.4,59.167
26.5,35.1,19.6,-,44,6.9,2.2,5.4,59.167
26.9,34.7,19.5,-,25,6.9,2.0,5.4,83.833
26.9,34.7,19.5,-,25,6.9,2.0,5.4,83.833
26.9,34.7,19.5,-,25,6.9,2.0,5.4,83.833
27.1,34.7,19.6,-,26,6.9,0.0,-,89.375
27.1,34.7,19.6,-,26,6.9,0.0,-,89.375
27.1,34.7,19.6,-,26,6.9,0.0,-,89.375
27.9,35.8,22.3,-,43,6.3,3.0,5.4,101.375
27.9,35.8,22.3,-,43,6.3,3.0,5.4,101.375
27.9,35.8,22.3,-,43,6.3,3.0,5.4,101.375
27.0,34.5,21.0,-,47,6.3,2.8,3.5,109.75
27.0,34.5,21.0,-,47,6.3,2.8,3.5,109.75
27.0,34.5,21.0,-,47,6.3,2.8,3.5,109.75
26.3,34.5,19.9,-,46,6.3,2.2,3.5,42.917
26.3,34.5,19.9,-,46,6.3,2.2,3.5,42.917
26.3,34.5,19.9,-,46,6.3,2.2,3.5,42.917
26.5,33.8,22.3,-,58,6.9,1.9,3.5,47.25
26.5,33.8,22.3,-,58,6.9,1.9,3.5,47.25
26.5,33.8,22.3,-,58,6.9,1.9,3.5,47.25
26.9,33.4,21.6,-,56,6.9,2.2,3.5,81.208
26.9,33.4,21.6,-,56,6.9,2.2,3.5,81.208
26.9,33.4,21.6,-,56,6.9,2.2,3.5,81.208
27.9,35.1,22.4,-,53,6.9,2.4,5.4,52.292
27.9,35.1,22.4,-,53,6.9,2.4,5.4,52.292
27.9,35.1,22.4,-,53,6.9,2.4,5.4,52.292
28.0,35.1,22.8,-,54,6.9,2.8,3.5,28.458000000000002
28.0,35.1,22.8,-,54,6.9,2.8,3.5,28.458000000000002
28.0,35.1,22.8,-,54,6.9,2.8,3.5,28.458000000000002
28.9,35.5,22.7,-,52,6.9,1.5,7.6,49.5
28.9,35.5,22.7,-,52,6.9,1.5,7.6,49.5
28.9,35.5,22.7,-,52,6.9,1.5,7.6,49.5
28.2,35.5,24.1,-,55,6.9,3.1,3.5,75.167
28.2,35.5,24.1,-,55,6.9,3.1,3.5,75.167
28.2,35.5,24.1,-,55,6.9,3.1,3.5,75.167
28.1,35.0,23.0,-,54,6.9,4.1,9.4,53.125
28.1,35.0,23.0,-,54,6.9,4.1,9.4,53.125
28.1,35.0,23.0,-,54,6.9,4.1,9.4,53.125
21.3,29.0,18.8,-,77,6.3,1.3,3.5,54.708
21.3,29.0,18.8,-,77,6.3,1.3,3.5,54.708
21.3,29.0,18.8,-,77,6.3,1.3,3.5,54.708
23.2,30.5,18.1,-,71,6.9,0.7,5.4,52.625
23.2,30.5,18.1,-,71,6.9,0.7,5.4,52.625
23.2,30.5,18.1,-,71,6.9,0.7,5.4,52.625
23.2,30.5,19.8,-,80,6.3,1.5,7.6,51.375
23.2,30.5,19.8,-,80,6.3,1.5,7.6,51.375
23.2,30.5,19.8,-,80,6.3,1.5,7.6,51.375
26.8,32.3,21.4,-,54,7.7,0.0,-,94.333
26.8,32.3,21.4,-,54,7.7,0.0,-,94.333
26.8,32.3,21.4,-,54,7.7,0.0,-,94.333
26.6,32.3,21.9,-,62,6.9,1.3,3.5,92.917
26.6,32.3,21.9,-,62,6.9,1.3,3.5,92.917
26.6,32.3,21.9,-,62,6.9,1.3,3.5,92.917
26.8,32.3,21.7,-,63,6.9,0.4,3.5,80.208
26.8,32.3,21.7,-,63,6.9,0.4,3.5,80.208
26.8,32.3,21.7,-,63,6.9,0.4,3.5,80.208
